id,date,open,high,low,close,adjusted_close,volume
60,2024-05-24,64.528,65.035,61.2201,61.64,61.6400,46247494
61,2024-05-17,63.435,65.53,63.19,64.48,64.4800,42159075
62,2024-05-10,66.0,66.77,62.88,62.93,62.9300,48788022
63,2024-05-03,66.0,70.6618,64.72,65.7,65.7000,110928039
64,2024-04-26,63.04,66.3,62.48,65.96,65.9600,53972432
65,2024-04-19,65.06,65.47,61.725,62.31,62.3100,51340101
66,2024-04-12,65.53,67.26,64.16,64.59,64.5900,44059895
67,2024-04-05,67.0,67.361,63.55,65.15,65.1500,44410887
68,2024-03-28,64.8,68.21,64.8,66.99,66.9900,46417747
69,2024-03-22,63.12,67.25,62.8,64.77,64.7700,60180824
70,2024-03-15,59.0,64.2,58.945,62.85,62.8500,82595793
71,2024-03-08,60.41,60.83,57.87,59.01,59.0100,90100653
72,2024-03-01,58.93,61.8657,58.71,60.54,60.5400,67092548
